night,expDate,fiveSigmaDepth,filter,fieldDec,fieldRA,expMJD,obsTimes,absFlux,fluxErr
721,62297834,21.444218,y,-0.493128,1.033665,60301.039752,717.958207984,5.9918229342,0.0598152132
721,62310651,23.22961,i,-0.493128,1.033665,60301.188101,718.106947984,5.9137737303,0.0596593993
721,62312206,23.071857,i,-0.493128,1.033665,60301.206093,718.124707983,5.966321775,0.0596202709
729,63004071,23.110396,i,-0.441474,1.011712,60309.213789,726.132247939,5.9842620423,0.0593904177
729,63004109,23.143433,i,-0.493128,1.033665,60309.214235,726.132691939,5.8953585312,0.0593907132
729,63005120,23.074178,i,-0.441474,1.011712,60309.225929,726.144679939,5.9205768839,0.0593673896
729,63005158,23.112718,i,-0.493128,1.033665,60309.226375,726.145123939,5.8787628857,0.0593686296
748,64631807,20.925095,y,-0.493128,1.033665,60328.053329,744.972055833,5.6218541668,0.0553804274
748,64631929,20.919508,y,-0.441474,1.011712,60328.054742,744.973387833,5.5482324927,0.0553809175
748,64632222,21.06575,y,-0.441474,1.011712,60328.058135,744.976939833,5.4917181938,0.0553908748
748,64632304,21.07037,y,-0.493128,1.033665,60328.059076,744.977827833,5.4679422066,0.0553961382
748,64632594,21.068119,y,-0.493128,1.033665,60328.062431,744.980935833,5.4283463641,0.0553789461
748,64632714,21.061131,y,-0.441474,1.011712,60328.063821,744.982267833,5.5823239724,0.0553703911
748,64633080,21.063507,y,-0.493128,1.033665,60328.06806,744.986707833,5.4581183997,0.0553408396
755,65237505,22.056845,z,-0.441474,1.011712,60335.063725,751.982371794,5.535600547,0.0553676103
755,65239648,21.948542,z,-0.441474,1.011712,60335.088523,752.007235794,5.5338155871,0.0553667498
755,65243409,21.759167,z,-0.493128,1.033665,60335.13206,752.050747794,5.5708367704,0.0553995942
756,65321678,21.406481,z,-0.493128,1.033665,60336.037947,752.956507789,5.4032384533,0.0554184184
756,65321837,21.400521,z,-0.441474,1.011712,60336.039782,752.958283789,5.5180379026,0.0554228062
756,65323124,22.134014,z,-0.493128,1.033665,60336.054678,752.973379789,5.5484369931,0.0553845332
756,65323242,22.117014,z,-0.441474,1.011712,60336.056042,752.974711789,5.5214990404,0.055391328
756,65324399,22.063156,z,-0.493128,1.033665,60336.069437,752.988031788,5.5985222147,0.055401282
758,65504397,22.763839,i,-0.493128,1.033665,60338.152745,755.071279777,5.5104878206,0.0550844697
795,68689380,21.829524,z,-0.441474,1.011712,60375.015975,791.934823571,5.9017800208,0.0586820304
810,69983878,21.881197,z,-0.493128,1.033665,60389.998596,806.917159487,5.8678620552,0.0598306632
810,69985507,22.390407,z,-0.493128,1.033665,60390.017447,806.936251487,5.8944654848,0.0597766605
816,70501080,21.345327,y,-0.441474,1.011712,60395.984727,812.903167453,6.1207430039,0.0607798431
816,70501118,21.372658,y,-0.493128,1.033665,60395.985173,812.903611453,6.0623778009,0.0607862486
816,70501622,21.345696,y,-0.493128,1.033665,60395.990998,812.909827453,6.0806065908,0.0607772006
816,70501660,21.311651,y,-0.441474,1.011712,60395.991444,812.910271453,6.059303063,0.0607684745
816,70502163,21.279963,y,-0.441474,1.011712,60395.99726,812.916043453,6.0460858441,0.0607761196
816,70502242,21.309814,y,-0.493128,1.033665,60395.998181,812.916931453,5.9943108802,0.0607912771
919,79438573,21.189246,u,-0.441474,1.011712,60499.427932,916.346730875,6.6495217115,0.0661726173
921,79610612,24.375908,g,-0.441474,1.011712,60501.419122,918.337626864,6.5521735222,0.066217672
928,80216228,21.970256,r,-0.441474,1.011712,60508.428566,925.347054824,6.5547307269,0.065220467
931,80473800,22.072876,z,-0.441474,1.011712,60511.409732,928.328514808,6.4643133265,0.0652281698
931,80475499,21.619538,z,-0.441474,1.011712,60511.429392,928.348050808,6.5528377527,0.0653144628
932,80561332,22.415008,z,-0.493128,1.033665,60512.422833,929.341278802,6.5867734828,0.0654385158
938,81080577,21.535517,y,-0.493128,1.033665,60518.432607,935.351262768,6.4989951085,0.065597429
944,81593127,24.365313,g,-0.441474,1.011712,60524.364898,941.283546735,6.6464658808,0.065629628
944,81594675,24.459871,g,-0.441474,1.011712,60524.382815,941.301306735,6.5816210492,0.0655799335
944,81595178,24.484045,g,-0.493128,1.033665,60524.38864,941.307078735,6.5307341049,0.0656248584
944,81597419,24.567593,g,-0.493128,1.033665,60524.414572,941.333274735,6.5986286943,0.0656636938
948,81937520,23.449199,i,-0.493128,1.033665,60528.350931,945.269778713,6.5120646227,0.0657949389
948,81937675,23.46389,i,-0.441474,1.011712,60528.352721,945.271554713,6.5980102311,0.0658145116
948,81938493,23.508867,i,-0.493128,1.033665,60528.362192,945.280878713,6.5912269248,0.0657621178
948,81939120,23.547813,i,-0.441474,1.011712,60528.369447,945.287982713,6.5587967976,0.0657797766
951,82196633,24.0677,r,-0.441474,1.011712,60531.349922,948.268554696,6.4704966985,0.0659219584
951,82198253,24.157007,r,-0.441474,1.011712,60531.368676,948.287202696,6.4949929072,0.0659784853
952,82286802,24.427647,r,-0.441474,1.011712,60532.393546,949.31239869,6.5152289087,0.0657301753
952,82287966,24.463759,r,-0.441474,1.011712,60532.407018,949.32571869,6.5155644328,0.0656690059
954,82453007,23.571741,i,-0.493128,1.033665,60534.317213,951.23580668,6.5626622249,0.0658576169
954,82453084,23.581637,i,-0.441474,1.011712,60534.318108,951.23669468,6.7083585182,0.0658611927
954,82454923,23.704119,i,-0.493128,1.033665,60534.339391,951.25800668,6.5941402761,0.0658583001
954,82455000,23.713287,i,-0.441474,1.011712,60534.340287,951.25889468,6.5478557845,0.0658562342
960,82974403,21.780513,y,-0.493128,1.033665,60540.35189,957.270654646,6.6943596363,0.0670006832
960,82975717,21.822424,y,-0.441474,1.011712,60540.367103,957.285750646,6.7771803837,0.0670201014
961,83056910,21.380669,y,-0.441474,1.011712,60541.30684,958.225254641,6.6876534821,0.0669700602
961,83057067,21.385877,y,-0.493128,1.033665,60541.308647,958.227474641,6.7502622089,0.0669801367
961,83058384,21.454106,y,-0.441474,1.011712,60541.323893,958.24257064,6.7339695186,0.0669148705
962,83142303,21.952305,z,-0.493128,1.033665,60542.295185,959.213598635,6.6979478806,0.0667102866
962,83142381,21.958934,z,-0.441474,1.011712,60542.29608,959.214930635,6.7215236254,0.0667068464
962,83143858,22.071842,z,-0.493128,1.033665,60542.313174,959.231802635,6.7929810472,0.0667059922
962,83143935,22.077945,z,-0.441474,1.011712,60542.314069,959.232690635,6.5838948255,0.0667076532
969,83745979,23.359787,i,-0.441474,1.011712,60549.282167,966.200826596,6.6002336997,0.0661137807
969,83746056,23.369202,i,-0.493128,1.033665,60549.283062,966.201714596,6.569252303,0.0661217355
969,83746970,23.419876,i,-0.441474,1.011712,60549.293643,966.212370596,6.5832978153,0.0661087405
969,83747281,23.440573,i,-0.493128,1.033665,60549.297241,966.215922596,6.5964034475,0.0661044459
970,83836854,24.208851,r,-0.441474,1.011712,60550.333969,967.25266259,6.4772101158,0.0654981164
970,83838301,24.250494,r,-0.441474,1.011712,60550.350713,967.26953459,6.5297543006,0.0654600172
974,84180255,23.166922,u,-0.441474,1.011712,60554.30851,971.227350568,6.577967058,0.0658988655
974,84180332,23.166237,u,-0.493128,1.033665,60554.309405,971.228238568,6.4974535396,0.0659003212
974,84180951,23.201325,u,-0.493128,1.033665,60554.316565,971.235342568,6.5539863083,0.0659127899
977,84436178,23.306567,u,-0.493128,1.033665,60557.270588,974.189274551,6.6152516982,0.0663673231
977,84436217,23.315833,u,-0.441474,1.011712,60557.271041,974.189718551,6.6711525034,0.0663706858
978,84526564,24.27114,r,-0.493128,1.033665,60558.316716,975.235338545,6.6081079011,0.0664966178
978,84527926,24.317419,r,-0.493128,1.033665,60558.33248,975.251322545,6.7458090948,0.0665422514
979,84614765,24.766082,g,-0.493128,1.033665,60559.337562,976.25609454,6.6001999264,0.0665681012
979,84616871,24.812632,g,-0.493128,1.033665,60559.361942,976.28051454,6.5598263511,0.0665986225
980,84696987,24.269205,g,-0.441474,1.011712,60560.289206,977.208030534,6.7845517277,0.0669732126
980,84698736,24.350515,g,-0.441474,1.011712,60560.309446,977.228010534,6.6755130933,0.0670150809
988,85384611,21.811353,y,-0.441474,1.011712,60568.24782,985.16628649,6.9118257469,0.0678743365
988,85389593,23.53275,i,-0.493128,1.033665,60568.30548,985.22400649,6.7110941012,0.0678603769
988,85391114,23.606435,i,-0.493128,1.033665,60568.323085,985.241766489,6.6675324393,0.0678852005
990,85558379,21.764421,y,-0.493128,1.033665,60570.25902,987.177606479,6.7878444326,0.0677991019
990,85558456,21.767333,y,-0.493128,1.033665,60570.259914,987.178494479,6.8785887826,0.0677977883
990,85558960,21.788639,y,-0.441474,1.011712,60570.265742,987.184266479,6.7745867644,0.0677904365
990,85559386,21.802925,y,-0.441474,1.011712,60570.270673,987.189150479,6.7792886082,0.067786538
995,85991175,23.181079,i,-0.441474,1.011712,60575.268234,992.186814451,6.9298881046,0.0695620685
995,85993111,23.241477,i,-0.441474,1.011712,60575.290643,992.20945845,7.1154545487,0.0695911183
998,86247501,24.048206,g,-0.493128,1.033665,60578.234965,995.153622434,7.0181453282,0.0698337776
998,86248613,23.901283,g,-0.493128,1.033665,60578.247836,995.166498434,7.0733383502,0.0698244293
1000,86421984,23.991066,r,-0.441474,1.011712,60580.254451,997.172934423,7.0001335853,0.0704831942
1000,86423427,24.040438,r,-0.441474,1.011712,60580.271151,997.189806423,7.1200131917,0.0704765129
1004,86763234,24.171647,r,-0.493128,1.033665,60584.204103,1001.1227584,7.195034515,0.0712530714
1004,86763466,24.19033,r,-0.441474,1.011712,60584.206786,1001.1254224,6.9763270054,0.0712478274
1004,86764531,24.245671,r,-0.493128,1.033665,60584.219111,1001.1378544,7.2266471269,0.0712924725
1004,86765048,24.276187,r,-0.441474,1.011712,60584.225101,1001.1436264,7.2372334633,0.0712869865
1004,86765280,24.283076,r,-0.493128,1.033665,60584.227784,1001.1462904,7.1041030966,0.0712751245
1004,86766960,24.353429,r,-0.493128,1.033665,60584.247223,1001.1658264,7.1132899709,0.0712644165
1005,86848331,23.229817,u,-0.493128,1.033665,60585.189028,1002.1075504,6.9338804496,0.0713467262
1005,86848409,23.24279,u,-0.441474,1.011712,60585.189923,1002.1084384,7.1545105481,0.0713380917
1006,86934998,23.720897,i,-0.493128,1.033665,60586.192116,1003.11054639,6.9760044664,0.0718738972
1006,86935153,23.735247,i,-0.441474,1.011712,60586.193905,1003.11232239,7.2060063756,0.0718770767
1006,86936209,23.798407,i,-0.441474,1.011712,60586.206132,1003.12475439,7.1803391065,0.0718785435
1006,86936364,23.802545,i,-0.493128,1.033665,60586.207921,1003.12653039,7.1740838332,0.0718756492
1007,87021655,23.61845,i,-0.441474,1.011712,60587.195088,1004.11354238,7.237495377,0.0722295063
1007,87023158,23.702126,i,-0.441474,1.011712,60587.212482,1004.13130238,7.4057304975,0.0722701342
1011,87364774,23.734947,i,-0.493128,1.033665,60591.166376,1008.08512236,7.3462667314,0.0730987204
1011,87366465,23.77483,i,-0.493128,1.033665,60591.18594,1008.10465836,7.4069110554,0.0731289299
1011,87366891,23.813712,i,-0.441474,1.011712,60591.190869,1008.10954236,7.304126159,0.0731186209
1011,87368074,23.883347,i,-0.441474,1.011712,60591.204561,1008.12330636,7.2300852166,0.0730818935
1014,87628741,24.360872,r,-0.441474,1.011712,60594.221545,1011.14028634,7.4069047921,0.0731322151
1014,87630524,24.445908,r,-0.441474,1.011712,60594.24218,1011.16071034,7.4169358936,0.0731712904
1015,87712473,23.240491,i,-0.493128,1.033665,60595.190664,1012.10909434,7.3691035588,0.0736350323
1015,87713526,23.301962,i,-0.493128,1.033665,60595.202847,1012.12152634,7.3923832902,0.0736105932
1017,87882202,21.132776,y,-0.493128,1.033665,60597.155116,1014.07379433,7.2382469383,0.0736761489
1017,87882279,21.140254,y,-0.441474,1.011712,60597.156011,1014.07468233,7.4012363228,0.0736733094
1017,87888112,22.82797,i,-0.493128,1.033665,60597.22352,1014.14217033,7.3573428975,0.0736494906
1017,87889354,22.87398,i,-0.493128,1.033665,60597.2379,1014.15637833,7.3851871021,0.0736722865
1017,87889735,22.885212,i,-0.441474,1.011712,60597.242312,1014.16081833,7.3236786355,0.0736737073
1017,87890923,22.921951,i,-0.441474,1.011712,60597.256064,1014.17458233,7.333418864,0.0736605479
1020,88142770,21.679369,y,-0.441474,1.011712,60600.17095,1017.08944231,7.4515753066,0.0741447266
1020,88142847,21.682494,y,-0.441474,1.011712,60600.171845,1017.09033031,7.3363871928,0.0741408623
1020,88143582,21.707411,y,-0.493128,1.033665,60600.180356,1017.09876631,7.4086675512,0.0741226876
1020,88144124,21.726369,y,-0.493128,1.033665,60600.186621,1017.10542631,7.3933317358,0.0741319307
1021,88243072,22.596862,z,-0.441474,1.011712,60601.331858,1018.2505023,7.4222505651,0.075097758
1021,88243190,22.638764,z,-0.493128,1.033665,60601.333222,1018.2518343,7.4460191021,0.0751005204
1021,88244435,22.582313,z,-0.441474,1.011712,60601.34763,1018.2664863,7.5854119511,0.0750708571
1021,88244680,22.625654,z,-0.493128,1.033665,60601.350471,1018.2691503,7.5241678749,0.0750739238
1025,88576015,24.20789,r,-0.493128,1.033665,60605.185368,1022.10397828,7.6041865278,0.0759363815
1025,88576634,24.218551,r,-0.441474,1.011712,60605.192532,1022.11108228,7.643854111,0.0759306618
1025,88577340,24.236116,r,-0.493128,1.033665,60605.200701,1022.11951828,7.5778706952,0.0759286775
1025,88577697,24.234125,r,-0.441474,1.011712,60605.204831,1022.12351428,7.6081513159,0.0759269574
1025,88585908,24.220999,r,-0.493128,1.033665,60605.299864,1022.21853028,7.6055161023,0.0759755887
1026,88667070,24.121213,r,-0.493128,1.033665,60606.239246,1023.15803428,7.5454453117,0.0760615266
1026,88668400,24.113129,r,-0.493128,1.033665,60606.254641,1023.17313028,7.6700622427,0.0760766049
1030,89007097,25.004226,g,-0.493128,1.033665,60610.174743,1027.09320626,7.6762889187,0.0772915804
1030,89008399,25.051215,g,-0.493128,1.033665,60610.189806,1027.10830226,7.7692795043,0.0772502239
1032,89175830,23.614351,u,-0.441474,1.011712,60612.127672,1029.04636224,7.7240006675,0.0771579573
1032,89176024,23.623759,u,-0.493128,1.033665,60612.129913,1029.04858224,7.6771847694,0.077144585
1034,89346865,23.290981,u,-0.441474,1.011712,60614.107238,1031.02571423,7.7997274951,0.0777886324
1034,89349133,24.486776,r,-0.441474,1.011712,60614.133486,1031.05191023,7.8907624669,0.0777774183
1034,89350290,24.54519,r,-0.441474,1.011712,60614.146883,1031.06567423,7.9068668316,0.0777667982
1039,89780906,24.705671,g,-0.441474,1.011712,60619.130865,1036.04957421,7.9496461927,0.0793792193
1039,89782704,24.796911,g,-0.441474,1.011712,60619.151677,1036.07044221,8.0005179279,0.0794192423
1045,90294291,22.440513,z,-0.441474,1.011712,60625.072821,1041.99162617,8.0096817932,0.0804347712
1045,90294370,22.447565,z,-0.493128,1.033665,60625.073733,1041.99251417,8.2151517153,0.080435178
1045,90296003,22.559105,z,-0.493128,1.033665,60625.092635,1042.01116217,8.0376229123,0.0803881559
1045,90296121,22.565355,z,-0.441474,1.011712,60625.094001,1042.01249417,7.9510715106,0.0803944075
1048,90553398,21.30162,y,-0.493128,1.033665,60628.07174,1044.99040216,7.9446282372,0.0795770167
1049,90638513,21.451286,y,-0.441474,1.011712,60629.056871,1045.97563815,7.9289569158,0.0794873548
1051,90815844,22.110711,z,-0.441474,1.011712,60631.109309,1048.02780614,7.7109722983,0.0790782452
1051,90817737,22.155179,z,-0.441474,1.011712,60631.131217,1048.05000614,7.792611023,0.0791104654
1051,90829380,22.180224,z,-0.493128,1.033665,60631.26598,1048.18453814,7.9811130924,0.0790815506
1051,90831533,22.124426,z,-0.493128,1.033665,60631.290899,1048.20940214,8.0649639788,0.0790586059
1053,90987576,23.738602,r,-0.493128,1.033665,60633.096955,1050.01559413,7.8894332978,0.0785750218
1053,91000655,23.172447,i,-0.441474,1.011712,60633.248332,1050.16699813,7.8109488158,0.0783265835
1053,91000813,23.188476,i,-0.493128,1.033665,60633.250154,1050.16877413,7.9649178268,0.0783171514
1053,91002103,23.125542,i,-0.441474,1.011712,60633.265081,1050.18387013,7.8539173758,0.0783602104
1053,91002181,23.146838,i,-0.493128,1.033665,60633.265994,1050.18475813,7.8737818405,0.0783733215
1055,91159754,24.211074,r,-0.493128,1.033665,60635.089756,1052.00826612,7.7329842082,0.0776662479
1055,91161234,24.27885,r,-0.493128,1.033665,60635.106886,1052.02558212,7.8632738811,0.0776698956
1063,91849804,24.438932,r,-0.493128,1.033665,60643.076446,1059.99493807,7.6091735805,0.0761092012
1063,91850983,24.484413,r,-0.493128,1.033665,60643.090088,1060.00870207,7.569174714,0.0761191018
1064,91936815,24.720557,g,-0.441474,1.011712,60644.083509,1061.00193007,7.6532662443,0.0758958042
1064,91938084,24.764596,g,-0.441474,1.011712,60644.098205,1061.01702607,7.7423873457,0.0759026721
1067,92196864,24.300118,r,-0.493128,1.033665,60647.093333,1064.01180605,7.723578467,0.0755625742
1067,92198045,24.331029,r,-0.493128,1.033665,60647.107014,1064.02557005,7.5510111889,0.0755804196
1071,92537307,21.961303,z,-0.441474,1.011712,60651.033649,1067.95230603,7.480246058,0.075047001
1071,92537616,21.96872,z,-0.493128,1.033665,60651.037227,1067.95585803,7.4320570642,0.0750499314
1071,92538860,23.06604,z,-0.493128,1.033665,60651.051621,1067.97006603,7.3702062954,0.0750992312
1081,93412539,23.395313,i,-0.493128,1.033665,60661.16365,1078.08216597,7.3177317493,0.0719713267
1084,93675147,24.019256,r,-0.441474,1.011712,60664.203096,1081.12178995,6.9837386602,0.0712108318
1091,94265443,21.789327,y,-0.493128,1.033665,60671.035224,1087.95406191,7.0553819272,0.0707776298
1091,94265908,21.798343,y,-0.441474,1.011712,60671.04061,1087.95938991,6.9867287975,0.070807202
1100,95043624,22.235988,z,-0.493128,1.033665,60680.041951,1096.96060186,7.1449065406,0.070899718
1100,95044098,22.238221,z,-0.441474,1.011712,60680.047431,1096.96592986,7.0876000845,0.0708845942
1102,95216878,22.242966,z,-0.441474,1.011712,60682.047203,1098.96570585,6.9715947351,0.0703565395
1102,95218162,23.140038,z,-0.441474,1.011712,60682.062067,1098.98080185,6.9501050214,0.0703200706
1104,95389131,21.849473,y,-0.493128,1.033665,60684.040879,1100.95970984,6.9410338645,0.069416002
1104,95395730,23.418489,i,-0.441474,1.011712,60684.117253,1101.03607784,7.0439001414,0.0691866125
1104,95397707,23.370287,i,-0.441474,1.011712,60684.140134,1101.05872184,6.9631590721,0.0691986473
1107,95657806,22.487719,z,-0.493128,1.033665,60687.150538,1104.06904182,6.9118687395,0.0684079603
1107,95659303,22.413959,z,-0.493128,1.033665,60687.167864,1104.08635782,6.8480818961,0.0684215872
1110,95909709,21.885898,y,-0.441474,1.011712,60690.066087,1106.98478981,6.7371469462,0.0670167008
1110,95917977,21.701698,y,-0.493128,1.033665,60690.161772,1107.08024981,6.7519047026,0.0670786517
1112,96081785,22.001345,y,-0.441474,1.011712,60692.057704,1108.9761298,6.6757313466,0.0663573452
1113,96173481,24.229604,r,-0.493128,1.033665,60693.119003,1110.03773379,6.4970937276,0.0658793022
1115,96350531,23.772543,r,-0.493128,1.033665,60695.168186,1112.08679378,6.5492502422,0.0655177424
1115,96350569,23.718609,r,-0.441474,1.011712,60695.168631,1112.08723778,6.5690766807,0.0655156113
1116,96434219,24.107679,g,-0.493128,1.033665,60696.136801,1113.05560177,6.5598625764,0.0649805071
1122,96948567,23.571598,u,-0.493128,1.033665,60702.089906,1119.00875374,6.3109480531,0.0640097137
1124,97120586,24.587853,r,-0.441474,1.011712,60704.080861,1120.99964973,6.1894846961,0.0632362705
1124,97121956,24.532696,r,-0.441474,1.011712,60704.096713,1121.01518973,6.340567637,0.0632095654
1129,97547915,21.855532,y,-0.493128,1.033665,60709.026805,1125.9453657,6.1713543838,0.0614634362
1133,97895006,22.086368,z,-0.441474,1.011712,60713.044054,1129.96267768,5.9289405345,0.0597043844
1133,97897525,22.702926,z,-0.441474,1.011712,60713.07321,1129.99198168,6.0345318299,0.0597325838
1137,98243969,21.7657,y,-0.441474,1.011712,60717.082982,1134.00174566,5.7465122053,0.0575549069
1138,98330729,21.536509,y,-0.493128,1.033665,60718.087149,1135.00562965,5.6421073972,0.0573570404
1147,99102948,22.065356,z,-0.493128,1.033665,60727.024871,1143.9433496,5.4279261254,0.0541470453
1147,99103455,22.040395,z,-0.441474,1.011712,60727.030731,1143.9495656,5.5085784975,0.0541472288
1148,99189284,22.14446,z,-0.493128,1.033665,60728.024125,1144.9427936,5.438530172,0.0540535977
1150,99365534,24.405622,g,-0.493128,1.033665,60730.064052,1146.98252958,5.3241740897,0.0537611574
1150,99365572,24.364384,g,-0.441474,1.011712,60730.064497,1146.98297358,5.3673854607,0.0537648738
1150,99367206,24.227728,g,-0.441474,1.011712,60730.083412,1147.00206558,5.345961496,0.0538220906
1150,99367245,24.273818,g,-0.493128,1.033665,60730.083858,1147.00250958,5.3895223675,0.0538200306
1152,99535038,22.123397,z,-0.441474,1.011712,60732.025905,1148.94456557,5.2507737791,0.0534872272
1160,100229009,23.540627,r,-0.493128,1.033665,60740.057984,1156.97652553,5.2339492822,0.0529873594
1163,100483511,21.401339,y,-0.441474,1.011712,60743.003606,1159.92202151,5.1381687864,0.0520854609
1163,100483706,21.413421,y,-0.493128,1.033665,60743.005866,1159.92468551,5.2249469536,0.0520765322
1163,100483900,21.385898,y,-0.441474,1.011712,60743.008106,1159.92690551,5.0881434387,0.0520642663
1173,101347727,22.235016,z,-0.493128,1.033665,60753.006102,1169.92489746,5.3219833768,0.0539170548
1176,101605622,21.778726,y,-0.441474,1.011712,60755.991003,1172.90946544,5.3284487415,0.053616765
1176,101605661,21.802967,y,-0.493128,1.033665,60755.991449,1172.90990944,5.3183002459,0.0536167774
1290,111490119,21.287133,y,-0.493128,1.033665,60870.394902,1287.3136128,7.138714942,0.0726900595
1290,111490158,21.292577,y,-0.441474,1.011712,60870.395351,1287.3140568,7.3028279153,0.0726932265
1298,112181681,23.097247,u,-0.441474,1.011712,60878.399088,1295.31760076,7.0603260781,0.0709809547
1298,112181760,23.098385,u,-0.493128,1.033665,60878.400006,1295.31848876,7.1908026821,0.0709800682
1302,112528880,24.42292,r,-0.441474,1.011712,60882.417602,1299.33624473,6.9962005368,0.0696552599
1307,112958397,23.398645,i,-0.493128,1.033665,60887.388859,1304.3077127,7.0283333047,0.0698299263
1307,112958474,23.406941,i,-0.441474,1.011712,60887.389754,1304.3086007,7.0971268149,0.0698256645
1307,112959647,23.458094,i,-0.493128,1.033665,60887.403333,1304.3219207,6.988383661,0.0698172612
1307,112959725,23.465427,i,-0.441474,1.011712,60887.404231,1304.3228087,7.0839976769,0.0698181134
1310,113218739,24.255207,r,-0.493128,1.033665,60890.402081,1307.32069669,6.8908914437,0.0697126375
1310,113219435,24.285471,r,-0.441474,1.011712,60890.410138,1307.32868869,7.0437610635,0.0697509235
1310,113219674,24.290621,r,-0.493128,1.033665,60890.412901,1307.33135269,7.0696082213,0.0697345477
1313,113476234,23.245606,i,-0.441474,1.011712,60893.382346,1310.30082467,7.0504615837,0.0704674268
1313,113477010,23.292547,i,-0.493128,1.033665,60893.391326,1310.31014867,7.0414248568,0.0704921691
1313,113477050,23.292058,i,-0.441474,1.011712,60893.391792,1310.31059267,7.0648440375,0.0704915203
1313,113478192,23.431677,i,-0.493128,1.033665,60893.405003,1310.32346867,6.9248104326,0.0704867746
1316,113735725,21.667882,y,-0.441474,1.011712,60896.385711,1313.30448465,7.1697705116,0.0709782394
1316,113735879,21.672341,y,-0.441474,1.011712,60896.3875,1313.30626065,7.1473530751,0.0709782983
1317,113824213,22.752111,z,-0.493128,1.033665,60897.409881,1314.32834865,6.9452867236,0.0707259856
1317,113826160,22.270877,z,-0.493128,1.033665,60897.432419,1314.35099265,7.0098809025,0.0708088441
1318,113906098,22.633716,z,-0.493128,1.033665,60898.35762,1315.27628864,7.2711076103,0.0712762297
1318,113906175,22.635276,z,-0.441474,1.011712,60898.358515,1315.27717664,7.0673002546,0.0712744654
1318,113907637,22.716356,z,-0.493128,1.033665,60898.375435,1315.29404864,7.1851226832,0.0713030313
1318,113908078,22.73396,z,-0.441474,1.011712,60898.380541,1315.29937664,7.2569728756,0.0713074107
1318,113909216,22.783291,z,-0.441474,1.011712,60898.393709,1315.31225264,7.1032800329,0.0713597248
1318,113910159,22.820432,z,-0.441474,1.011712,60898.404623,1315.32335264,7.1379702156,0.0713210163
1322,114250953,23.40747,i,-0.493128,1.033665,60902.349001,1319.26784862,7.2845106444,0.0721302017
1322,114252935,23.498873,i,-0.493128,1.033665,60902.371936,1319.29049262,7.2338009358,0.0720951988
1325,114515539,24.155511,r,-0.493128,1.033665,60905.411333,1322.3301166,7.1139727507,0.0718262784
1327,114682965,23.290179,u,-0.493128,1.033665,60907.34914,1324.26773259,7.179733251,0.0721503374
1327,114683507,23.323247,u,-0.441474,1.011712,60907.355413,1324.27394859,7.1519247963,0.0721224368
1330,114941995,23.96808,r,-0.441474,1.011712,60910.347167,1327.26562058,7.2614695534,0.0723493652
1330,114943299,24.015191,r,-0.441474,1.011712,60910.362261,1327.28071658,7.3397773002,0.0723736801
1330,114943658,24.026685,r,-0.441474,1.011712,60910.366418,1327.28515658,7.2920022337,0.0723698022
1330,114944899,24.060151,r,-0.441474,1.011712,60910.380782,1327.29936458,7.3419140462,0.0723851514
1330,114947071,24.100058,r,-0.493128,1.033665,60910.405921,1327.32467258,7.3563866672,0.0723833604
1331,115023965,22.91171,u,-0.493128,1.033665,60911.2959,1328.21444857,7.1315574638,0.072110085
1331,115024043,22.924702,u,-0.441474,1.011712,60911.296795,1328.21533657,7.2090020278,0.0721088449
1331,115034835,21.602205,y,-0.493128,1.033665,60911.421705,1328.34054457,7.2504077761,0.0721487693
1333,115201216,24.127097,r,-0.493128,1.033665,60913.347408,1330.26617256,7.1470575593,0.0725275389
1333,115203343,24.192148,r,-0.493128,1.033665,60913.372033,1330.29059256,7.2730217387,0.0725024792
1351,116757895,23.426474,i,-0.441474,1.011712,60931.364535,1348.28324846,7.8250334977,0.0781645254
1351,116759372,23.43042,i,-0.441474,1.011712,60931.381629,1348.30012046,7.8024297511,0.0782227555
1352,116838614,23.582421,i,-0.493128,1.033665,60932.298784,1349.21742445,7.976659117,0.0785486598
1352,116840268,23.617337,i,-0.493128,1.033665,60932.317927,1349.23651645,7.8201085466,0.07855187
1354,117006537,24.677584,g,-0.493128,1.033665,60934.242331,1351.16081244,7.9200636059,0.0786819923
1354,117006769,24.698212,g,-0.441474,1.011712,60934.245014,1351.16347644,7.856537944,0.0786816501
1354,117007508,24.74053,g,-0.493128,1.033665,60934.253568,1351.17235644,7.9030980751,0.078659784
1354,117007898,24.768394,g,-0.441474,1.011712,60934.258081,1351.17679644,7.8889450992,0.0786819553
1358,117349487,23.810965,r,-0.441474,1.011712,60938.211664,1355.13017242,7.9583676776,0.0797303354
1358,117350759,23.904616,r,-0.441474,1.011712,60938.226385,1355.14482442,7.8554231815,0.0796936912
1361,117623634,21.472307,y,-0.441474,1.011712,60941.384661,1358.3034404,7.9257522055,0.0800771454
1362,117694122,23.637306,r,-0.493128,1.033665,60942.200492,1359.1190684,7.9887417395,0.0799024065
1362,117695340,23.72712,r,-0.493128,1.033665,60942.214593,1359.1332764,8.0439051881,0.0799332723
1362,117698621,23.910666,r,-0.493128,1.033665,60942.25256,1359.1710164,8.0376262581,0.0798932693
1362,117698698,23.918132,r,-0.441474,1.011712,60942.253458,1359.1719044,8.0305643018,0.0798945144
1362,117699921,23.963538,r,-0.493128,1.033665,60942.267606,1359.1861124,8.0608423003,0.0799270099
