night,expDate,fiveSigmaDepth,filter,fieldDec,fieldRA,expMJD,obsTimes,absFlux,fluxErr
2623,226628571,21.971434,z,-0.441474,1.011712,62203.015872,2619.93431735,5.7304292367,0.0571964803
2623,226630591,24.080983,r,-0.441474,1.011712,62203.039252,2619.95784935,5.7094224974,0.0571931962
2626,226888653,22.972188,u,-0.441474,1.011712,62206.026084,2622.94463733,5.8222537425,0.0579511835
2627,226974869,24.34067,g,-0.493128,1.033665,62207.02395,2623.94274932,5.7604164223,0.0580743149
2627,226976318,24.226387,g,-0.493128,1.033665,62207.040728,2623.95917732,5.7889914575,0.0577562492
2635,227663992,22.220811,z,-0.441474,1.011712,62214.99991,2631.91876528,5.8059104623,0.058808943
2635,227664030,22.242008,z,-0.493128,1.033665,62215.000356,2631.93208528,5.822266452,0.0588253148
2635,227665158,23.175854,z,-0.441474,1.011712,62215.013406,2633.91054927,5.8555306488,0.0601713622
2637,227836097,21.816353,y,-0.493128,1.033665,62216.991871,2633.91099327,6.0401145346,0.0601427532
2637,227836136,21.787958,y,-0.441474,1.011712,62216.992317,2633.91587727,6.0268342628,0.0600575382
2637,227836561,21.765297,y,-0.441474,1.011712,62216.997237,2633.91632127,5.8850543776,0.0600824055
2637,227836599,21.791704,y,-0.493128,1.033665,62216.997682,2761.28038456,8.2825641681,0.0809388221
2764,238840868,21.335838,y,-0.441474,1.011712,62344.3619,2761.29947656,7.9677710307,0.0809784692
2764,238842498,21.421327,y,-0.493128,1.033665,62344.380764,2768.34042852,7.7166187814,0.0766364893
2771,239450840,22.243362,r,-0.493128,1.033665,62351.421759,2770.31756051,7.5667862339,0.0746780827
2773,239621676,24.665174,g,-0.441474,1.011712,62353.399031,2770.33709651,7.4443736079,0.0746784111
2773,239623349,24.722041,g,-0.441474,1.011712,62353.418396,2771.2912525,7.486323206,0.0740510476
2774,239705783,24.332482,r,-0.441474,1.011712,62354.372489,2771.2925845,7.3648321978,0.0740721288
2774,239705899,24.335505,r,-0.493128,1.033665,62354.37384,2771.3112325,7.3536193697,0.074061291
2774,239707511,24.407858,r,-0.441474,1.011712,62354.392489,2771.3125645,7.4582031956,0.0740726607
2774,239707628,24.410141,r,-0.493128,1.033665,62354.393843,2774.28692048,7.0306622526,0.0713517874
2777,239964629,23.142868,u,-0.493128,1.033665,62357.3684,2774.28780848,7.0944874381,0.0713700679
2777,239964707,23.153118,u,-0.441474,1.011712,62357.369295,2778.23097246,7.0509565462,0.070848937
2781,240305386,24.331025,g,-0.493128,1.033665,62361.312348,2778.24740046,7.0179825316,0.0707844774
2781,240306809,24.446453,g,-0.493128,1.033665,62361.328815,2779.28769246,6.8433902472,0.0699898786
2782,240396684,24.056342,r,-0.441474,1.011712,62362.369028,2779.30234446,6.9897277576,0.0699861941
2782,240397945,24.104131,r,-0.441474,1.011712,62362.383629,2780.26049645,6.8851278853,0.0691954375
2783,240480718,24.501941,r,-0.493128,1.033665,62363.341645,2780.27914445,6.9644320666,0.0691246658
2783,240482355,24.584933,r,-0.493128,1.033665,62363.360599,2786.22563642,7.0792161176,0.0711410974
2789,240996136,21.531793,y,-0.493128,1.033665,62369.307135,2786.22830042,7.0389661291,0.0711519971
2789,240996368,21.546964,y,-0.441474,1.011712,62369.309817,2786.23451642,6.9677075365,0.0713284153
2789,240996874,21.571477,y,-0.441474,1.011712,62369.315673,2786.26781642,7.028305326,0.0714808287
2789,240999778,23.208815,i,-0.493128,1.033665,62369.349285,2786.27225642,7.160952936,0.0714225474
2789,241000164,23.240286,i,-0.441474,1.011712,62369.35376,2787.24195241,7.1563262114,0.0719991446
2790,241083929,21.684707,y,-0.441474,1.011712,62370.323263,2787.24372841,7.2622786122,0.071970193
2790,241084084,21.687713,y,-0.493128,1.033665,62370.325052,2787.24461641,7.1464057881,0.071941977
2790,241084161,21.690825,y,-0.493128,1.033665,62370.325946,2788.20854041,7.0287989954,0.0703152027
2791,241167454,21.266764,y,-0.441474,1.011712,62371.289978,2788.20942841,7.071875922,0.0703103278
2791,241167531,21.268186,y,-0.493128,1.033665,62371.290873,2790.20432039,7.1631279626,0.0708539047
2793,241339888,21.495776,y,-0.493128,1.033665,62373.285747,2790.20476439,7.0513933272,0.070868308
2793,241339927,21.50123,y,-0.441474,1.011712,62373.286198,2794.24916037,7.0599049998,0.0702779637
2797,241689345,22.793338,i,-0.493128,1.033665,62377.330392,2794.26026037,7.0979916776,0.0701193571
2797,241690320,22.832333,i,-0.493128,1.033665,62377.341667,2794.26869637,6.9660799607,0.0701528689
2797,241691059,22.835485,i,-0.441474,1.011712,62377.350224,2794.27935237,6.9916850021,0.0702097178
2797,241691951,22.886451,i,-0.493128,1.033665,62377.360551,2794.29489237,6.9484220261,0.0703820725
2797,241693303,22.896489,i,-0.441474,1.011712,62377.376194,2794.30199637,7.0931437472,0.0702717875
2797,241693916,22.934467,i,-0.493128,1.033665,62377.383298,2794.30998837,6.9158111603,0.0700409969
2797,241694599,22.920806,i,-0.441474,1.011712,62377.391199,2794.32197637,6.9596097211,0.0699815593
2797,241695644,22.934869,i,-0.441474,1.011712,62377.40329,2802.19676033,6.2465357589,0.0634491038
2805,242376014,22.870751,u,-0.441474,1.011712,62385.277946,2802.19853633,6.2494947271,0.0634434769
2805,242376169,22.876496,u,-0.493128,1.033665,62385.279735,2803.17711232,6.1985853471,0.0629863894
2806,242460724,22.868524,u,-0.441474,1.011712,62386.25839,2803.17755632,6.3127425162,0.0629740552
2806,242460763,22.866342,u,-0.493128,1.033665,62386.258842,2805.32163231,6.4279545021,0.0639692595
2808,242646023,21.50521,z,-0.441474,1.011712,62388.403053,2807.1886523,6.3579897232,0.0627228671
2810,242807324,23.498798,i,-0.441474,1.011712,62390.269954,2807.2055243,6.3181227696,0.0630620952
2810,242808774,23.56986,i,-0.441474,1.011712,62390.286744,2808.21828829,6.3996699465,0.063533039
2811,242896299,24.464069,r,-0.493128,1.033665,62391.299768,2808.23560429,6.4161181296,0.0635876002
2811,242897768,24.512414,r,-0.493128,1.033665,62391.316771,2811.16911228,6.5663837016,0.0652668012
2814,243151236,24.036766,r,-0.441474,1.011712,62394.250418,2811.18776028,6.6130927911,0.0654078172
2814,243152842,24.100811,r,-0.441474,1.011712,62394.269007,2811.20729628,6.537714564,0.0655078035
2814,243154530,24.266654,r,-0.441474,1.011712,62394.288548,2811.22550028,6.6517299115,0.0654574032
2814,243156095,24.319063,r,-0.441474,1.011712,62394.306661,2812.16145227,6.4779694472,0.0649750645
2815,243236978,24.073825,r,-0.441474,1.011712,62395.242802,2812.17965627,6.5355944208,0.0649855399
2815,243238558,24.198113,r,-0.441474,1.011712,62395.261096,2816.29242825,6.7837498934,0.0677118666
2819,243593894,22.763924,z,-0.493128,1.033665,62399.373775,2816.31240825,6.8099845678,0.0677319872
2819,243595628,21.90183,z,-0.493128,1.033665,62399.393849,2816.31374025,6.8017427647,0.0677235973
2819,243595747,21.895515,z,-0.441474,1.011712,62399.395225,2817.19286024,6.7462766183,0.0683647038
2820,243671685,21.764663,y,-0.493128,1.033665,62400.274135,2818.12037624,6.93586677,0.069555852
2821,243751846,21.33945,y,-0.441474,1.011712,62401.201924,2818.12481624,7.0091156051,0.0694420658
2821,243752232,21.360542,y,-0.493128,1.033665,62401.206398,2818.13147624,6.9146956104,0.069587791
2821,243752773,21.3921,y,-0.493128,1.033665,62401.212661,2819.31962023,7.1430258648,0.0705570429
2822,243855437,21.69277,z,-0.493128,1.033665,62402.400896,2821.12492422,7.0142317576,0.070006324
2824,244011437,21.365569,y,-0.493128,1.033665,62404.206453,2821.12581222,7.0778686399,0.0699857146
2824,244011514,21.373086,y,-0.441474,1.011712,62404.207348,2826.10571619,6.9961139798,0.0711018407
2829,244441754,23.587055,r,-0.493128,1.033665,62409.186968,2826.12258819,7.0012814481,0.0709523222
2829,244443224,23.717452,r,-0.493128,1.033665,62409.203993,2827.11670419,6.9151604207,0.0695754426
2830,244529107,24.173895,g,-0.441474,1.011712,62410.198003,2827.13446419,6.9684717535,0.0695586441
2830,244530644,24.196638,g,-0.441474,1.011712,62410.215798,2829.11781218,7.2794957122,0.0717601467
2832,244702018,24.18502,g,-0.441474,1.011712,62412.199293,2829.13912418,7.1577549129,0.0717392161
2832,244703849,24.292649,g,-0.441474,1.011712,62412.220485,2829.19107218,7.1413965425,0.0715794571
2832,244708349,24.438375,g,-0.493128,1.033665,62412.272566,2829.21016418,7.112465545,0.07152961
2832,244709987,24.363969,g,-0.493128,1.033665,62412.291521,2830.13546017,7.281448467,0.0723375366
2833,244789948,24.085827,r,-0.493128,1.033665,62413.216991,2830.15588417,7.1443195282,0.0724237917
2833,244791684,24.161712,r,-0.493128,1.033665,62413.237088,2830.30506817,7.1833895115,0.0725008159
2833,244804577,21.918476,z,-0.493128,1.033665,62413.386319,2831.12247217,7.4599333522,0.0737826559
2834,244875200,23.139718,i,-0.493128,1.033665,62414.203714,2831.12424817,7.4538713668,0.0738047348
2834,244875355,23.152438,i,-0.441474,1.011712,62414.205504,2831.13179617,7.4878037968,0.0738652956
2834,244876021,23.181697,i,-0.493128,1.033665,62414.213212,2831.15133217,7.3617768966,0.0739553076
2834,244877691,23.258815,i,-0.441474,1.011712,62414.232541,2835.08739214,7.0763293031,0.0715402446
2838,245217793,23.040947,u,-0.441474,1.011712,62418.168912,2835.08783614,7.1875423048,0.0715376492
2838,245217833,23.03886,u,-0.493128,1.033665,62418.169364,2835.13889614,7.256140306,0.071279564
2838,245222214,23.739618,i,-0.441474,1.011712,62418.220079,2835.15576814,7.0905476285,0.0711836755
2838,245223698,23.791128,i,-0.441474,1.011712,62418.237253,2839.10603612,6.8522128593,0.0676976926
2842,245565001,23.364791,i,-0.493128,1.033665,62422.187515,2839.12290812,6.8444971498,0.067671907
2842,245566438,23.487593,i,-0.493128,1.033665,62422.20415,2839.14333212,6.8000166732,0.0673906985
2842,245568197,23.480206,i,-0.493128,1.033665,62422.224508,2839.16864012,6.7981817256,0.0675631644
2842,245570384,23.559802,i,-0.493128,1.033665,62422.249817,2840.06996012,6.7748475486,0.067636193
2843,245648272,22.69898,z,-0.493128,1.033665,62423.151306,2840.07084812,6.6840671097,0.0675964371
2843,245648350,22.707187,z,-0.441474,1.011712,62423.152201,2840.08550012,6.7723173453,0.0678428986
2843,245649617,22.808161,z,-0.441474,1.011712,62423.166864,2840.08816412,6.6949770067,0.0678954479
2843,245649848,22.824905,z,-0.493128,1.033665,62423.169547,2841.07739611,6.8170457672,0.0692196313
2844,245735323,22.789665,z,-0.441474,1.011712,62424.158834,2841.08760811,6.9570440039,0.0691921409
2844,245736204,22.853807,z,-0.441474,1.011712,62424.169034,2844.06196409,6.9733618343,0.0702319568
2847,245993179,22.403649,z,-0.493128,1.033665,62427.143277,2844.06285209,7.1349783515,0.0702630317
2847,245993256,22.409693,z,-0.441474,1.011712,62427.144172,2844.07706009,6.9335000189,0.0702990969
2847,245994489,22.494822,z,-0.493128,1.033665,62427.158449,2844.07794809,7.1342742987,0.0703097313
2847,245994567,22.50032,z,-0.441474,1.011712,62427.159344,2845.10092409,7.0311321621,0.071176843
2848,246082945,22.642392,z,-0.493128,1.033665,62428.182236,2845.11690809,7.1408384173,0.0712635662
2848,246084317,22.704382,z,-0.493128,1.033665,62428.198119,2847.07184008,7.0668470158,0.0709759417
2850,246253224,21.707102,y,-0.493128,1.033665,62430.153056,2847.07361608,7.1450422773,0.0709543489
2850,246253378,21.7173,y,-0.441474,1.011712,62430.154845,2852.19249205,6.9339154149,0.0691776924
2855,246695675,23.231664,i,-0.493128,1.033665,62435.274027,2852.20936405,7.0639073329,0.0689708015
2855,246697101,23.220036,i,-0.493128,1.033665,62435.290529,2854.04974404,6.6408247237,0.0664253642
2857,246856143,23.734927,r,-0.441474,1.011712,62437.131286,2854.05285204,6.731672275,0.0663646374
2857,246856413,23.713912,r,-0.493128,1.033665,62437.134419,2854.07105604,6.6265658425,0.066506121
2857,246857983,23.794994,r,-0.441474,1.011712,62437.152582,2854.07327604,6.621591788,0.0664932356
2857,246858177,23.789684,r,-0.493128,1.033665,62437.154828,2854.07549604,6.6300551352,0.0665143524
2857,246858335,23.780776,r,-0.441474,1.011712,62437.156666,2854.10169204,6.641324115,0.0666988449
2857,246860620,23.822561,r,-0.441474,1.011712,62437.183108,2855.03853203,6.5974373087,0.065927982
2858,246941562,24.586118,g,-0.493128,1.033665,62438.119932,2855.05806803,6.580413265,0.065692795
2858,246943251,24.696688,g,-0.493128,1.033665,62438.139484,2858.01111201,6.5631477984,0.0657002092
2861,247198376,23.290198,i,-0.441474,1.011712,62441.092323,2858.03109201,6.6499450489,0.0659031415
2861,247200115,23.417741,i,-0.441474,1.011712,62441.112452,2858.03286801,6.5546978362,0.0657599679
2861,247200270,23.42346,i,-0.493128,1.033665,62441.114241,2858.04485601,6.5452279892,0.0658193652
2861,247201295,23.485559,i,-0.493128,1.033665,62441.126109,2858.06039601,6.5683966208,0.0657190223
2861,247202660,23.560889,i,-0.441474,1.011712,62441.141901,2858.07549201,6.6137550428,0.0655374101
2861,247203945,23.616492,i,-0.441474,1.011712,62441.156776,2871.03185594,6.6419495312,0.0676494688
2874,248323363,23.925126,r,-0.493128,1.033665,62454.112999,2871.03274394,6.7570618866,0.0676718186
2874,248323440,23.931186,r,-0.441474,1.011712,62454.113894,2871.04473194,6.7689014241,0.0676181747
2874,248324511,23.979786,r,-0.493128,1.033665,62454.126291,2871.04561994,6.765230876,0.0676166307
2874,248324589,23.985043,r,-0.441474,1.011712,62454.127191,2874.05593993,6.9730754258,0.0695704271
2877,248584644,22.416804,z,-0.441474,1.011712,62457.137093,2874.07458793,7.0014392622,0.069659839
2877,248586273,22.461519,z,-0.441474,1.011712,62457.155939,2875.01009592,7.1488911934,0.0708165295
2878,248667106,21.430552,y,-0.441474,1.011712,62458.09151,2875.01275992,7.2028038139,0.0707432569
2878,248667338,21.439017,y,-0.441474,1.011712,62458.094194,2875.01675592,7.2323026881,0.0707113474
2878,248667687,21.451223,y,-0.441474,1.011712,62458.098232,2875.01764392,7.1014014804,0.0706398722
2878,248667764,21.4508,y,-0.493128,1.033665,62458.099126,2875.03007592,7.0289778976,0.0708181728
2878,248668847,21.48744,y,-0.441474,1.011712,62458.111656,2877.00543191,7.2366086541,0.0731727374
2880,248839493,21.795669,y,-0.493128,1.033665,62460.086732,2878.0173079,7.3555240029,0.0729977949
2881,248926917,21.618023,y,-0.493128,1.033665,62461.09858,2879.0433919,7.1180278669,0.0712317096
2882,249015577,22.110093,z,-0.441474,1.011712,62462.124736,2879.0620399,7.1431254168,0.0712222002
2882,249017183,22.137729,z,-0.441474,1.011712,62462.143324,2879.1388519,7.0954768576,0.0718123642
2882,249023831,22.178269,z,-0.493128,1.033665,62462.220269,2879.1641599,7.1060413155,0.0721129765
2882,249026002,22.144206,z,-0.493128,1.033665,62462.245405,2882.13141188,7.1992416633,0.0713296888
2885,249282378,22.889263,i,-0.441474,1.011712,62465.212711,2882.13274388,7.0933359947,0.0713109049
2885,249282495,22.901022,i,-0.493128,1.033665,62465.214074,2882.14606388,7.1464267918,0.071520088
2885,249283662,22.856345,i,-0.441474,1.011712,62465.227572,2882.14739588,7.1453082788,0.0715260931
2885,249283780,22.870273,i,-0.493128,1.033665,62465.228936,2883.94781587,7.167536852,0.0710656877
2887,249439337,21.368975,y,-0.441474,1.011712,62467.02937,2890.95147183,6.544762007,0.0651767894
2894,250044437,21.193468,y,-0.441474,1.011712,62474.032836,2892.97966382,6.6998177616,0.0665356786
2896,250219674,23.23396,u,-0.493128,1.033665,62476.061048,2892.98232782,6.5812042265,0.0664514559
2896,250219906,23.249778,u,-0.441474,1.011712,62476.063737,2895.9584598,6.7995275883,0.069131087
2899,250477044,21.148101,y,-0.493128,1.033665,62479.03987,2899.95046378,6.5306042582,0.0651469738
2903,250821933,22.132696,z,-0.441474,1.011712,62483.031633,2899.95667978,6.6134313121,0.0651476382
2903,250822479,22.14516,z,-0.493128,1.033665,62483.037961,2899.96111978,6.4527618686,0.0652708726
2903,250822868,22.157453,z,-0.441474,1.011712,62483.042455,2899.97621578,6.5236566925,0.0654352826
2903,250824171,23.098356,z,-0.493128,1.033665,62483.057546,2901.06934377,6.4733547584,0.0645245947
2904,250918634,23.683559,r,-0.441474,1.011712,62484.150863,2901.09287577,6.4645105882,0.0646036881
2904,250920655,23.69242,r,-0.441474,1.011712,62484.174256,2910.05679172,6.4684115274,0.0648791661
2913,251695137,23.261258,i,-0.493128,1.033665,62493.138168,2910.05812372,6.3881603136,0.0649169258
2913,251695256,23.245879,i,-0.441474,1.011712,62493.13954,2910.06877972,6.4737305586,0.0649127378
2913,251696168,23.232171,i,-0.493128,1.033665,62493.150099,2915.0686637,6.3691510644,0.0644509592
2918,252128159,24.295082,r,-0.493128,1.033665,62498.14999,2915.0864237,6.45885755,0.0643824683
2918,252129707,24.2835,r,-0.493128,1.033665,62498.167914,2915.1028517,6.4112610063,0.0646474359
2918,252131111,24.194502,r,-0.493128,1.033665,62498.184164,2915.1192797,6.3069581058,0.0646049983
2918,252132523,24.105682,r,-0.493128,1.033665,62498.200503,2916.10185169,6.4247421259,0.0642776194
2919,252217440,24.18157,g,-0.441474,1.011712,62499.183335,2919.00783167,6.5987469853,0.0664637387
2922,252468517,23.340412,u,-0.441474,1.011712,62502.089318,2922.05056366,6.5501321261,0.064892413
2925,252731391,24.512387,g,-0.493128,1.033665,62505.131849,2922.06255166,6.57544967,0.0648992461
2925,252732423,24.482305,g,-0.493128,1.033665,62505.143791,2923.08597165,6.3501942575,0.0632662332
2926,252820855,23.357555,u,-0.493128,1.033665,62506.167306,2926.01459563,6.4326942391,0.0639347265
2929,253073872,24.770338,g,-0.441474,1.011712,62509.095744,2926.02791563,6.3055448479,0.063964848
2929,253075060,24.81242,g,-0.441474,1.011712,62509.109498,2927.99217162,6.5333583237,0.0645662395
2931,253244770,23.475142,i,-0.441474,1.011712,62511.073738,2928.00726762,6.4757622015,0.0647141953
2931,253246066,23.473541,i,-0.441474,1.011712,62511.088735,2928.99339162,6.5669876719,0.0655372551
2932,253331255,24.488056,r,-0.441474,1.011712,62512.074716,2929.01248362,6.4830837726,0.0655798068
2932,253332916,24.480412,r,-0.441474,1.011712,62512.093939,2930.09273561,6.5117976685,0.0648567483
2933,253426244,23.341993,i,-0.493128,1.033665,62513.174127,2930.11759961,6.5193516349,0.064936664
2933,253428402,23.155726,i,-0.493128,1.033665,62513.1991,2935.02823958,6.5865125823,0.0663057688
2938,253852681,22.245762,z,-0.493128,1.033665,62518.109745,2935.05221558,6.5360779051,0.0660263314
2938,253854732,22.168504,z,-0.493128,1.033665,62518.133477,2939.09305956,6.2718449904,0.0623887594
2942,254203875,21.502792,y,-0.441474,1.011712,62522.174481,2939.09350356,6.189513793,0.0623760021
2942,254203913,21.534389,y,-0.493128,1.033665,62522.174927,2939.09616756,6.1937959436,0.0623265298
2942,254204145,21.520491,y,-0.493128,1.033665,62522.177614,2940.96274355,6.3621084399,0.0638081969
2944,254365423,21.473137,y,-0.441474,1.011712,62524.044249,2944.04454753,6.1826381628,0.0615396375
2947,254631672,23.701493,r,-0.493128,1.033665,62527.125839,2944.05786753,6.0951304505,0.0615380594
2947,254632812,23.547685,r,-0.493128,1.033665,62527.139032,2944.06141953,6.0338743752,0.0615232488
2947,254633149,23.45776,r,-0.441474,1.011712,62527.142933,2947.04065952,6.2347318559,0.0615816298
2950,254890529,23.264633,i,-0.493128,1.033665,62530.121875,2947.05353552,6.2097139881,0.0616190094
2950,254891660,23.164458,i,-0.441474,1.011712,62530.134964,2947.05531152,6.1988347311,0.0616448553
2950,254891815,23.18915,i,-0.493128,1.033665,62530.136753,2947.06419152,6.1741951611,0.0615549904
2950,254892562,23.10024,i,-0.441474,1.011712,62530.1454,2947.95929551,6.4954336916,0.0648036561
2951,254969915,21.771552,z,-0.441474,1.011712,62531.040692,2956.95340346,6.2602427592,0.0622150699
2960,255746988,21.68267,z,-0.441474,1.011712,62540.03459,2956.95828746,6.2537600595,0.062215583
2960,255747420,21.684082,z,-0.493128,1.033665,62540.039594,2956.98714746,6.2935008276,0.0618769144
2960,255749929,23.836382,r,-0.493128,1.033665,62540.068633,2956.98759146,6.14100909,0.061850676
2960,255749969,23.806726,r,-0.441474,1.011712,62540.06909,2957.01112346,6.0927477651,0.061838415
2960,255751973,23.715508,r,-0.441474,1.011712,62540.092291,2957.01156746,6.1619444601,0.061801686
2960,255752012,23.749025,r,-0.493128,1.033665,62540.09274,2958.94918345,6.1575682015,0.0625407463
2962,255919427,21.298542,y,-0.493128,1.033665,62542.030411,2958.95007145,6.3387880405,0.0625392461
2962,255919506,21.287351,y,-0.441474,1.011712,62542.031329,2960.98137144,6.4581752993,0.0646333276
2964,256095036,23.338781,i,-0.441474,1.011712,62544.062926,2960.99691144,6.5349825538,0.0646830729
2964,256096356,23.275773,i,-0.441474,1.011712,62544.078195,2965.95905541,6.280493922,0.0644141911
2969,256525083,21.653043,y,-0.441474,1.011712,62549.040318,2966.01100341,6.4244095233,0.0638084609
2969,256529581,21.489942,y,-0.493128,1.033665,62549.092376,2968.0125554,6.4670775676,0.0651884793
2971,256702502,21.819345,y,-0.441474,1.011712,62551.093781,2968.0129994,6.4934256664,0.065160095
2971,256702541,21.850143,y,-0.493128,1.033665,62551.094227,2970.99801138,6.3018700327,0.0625748008
2974,256960454,22.954381,i,-0.493128,1.033665,62554.079339,2971.01133138,6.1488856825,0.0626114822
2974,256961593,22.829626,i,-0.493128,1.033665,62554.092515,2974.93318336,6.1762696351,0.0617254209
2978,257300444,22.13117,z,-0.493128,1.033665,62558.014402,2974.93939936,6.1953421417,0.0616346336
2978,257300988,22.104278,z,-0.441474,1.011712,62558.020698,2974.95049936,6.1416767406,0.0618776095
2978,257301970,23.216026,z,-0.493128,1.033665,62558.032065,2976.98890335,6.1160229344,0.0614179022
2980,257478087,24.269576,g,-0.493128,1.033665,62560.07046,2976.98934735,6.0882630118,0.0614007223
2980,257478126,24.218379,g,-0.441474,1.011712,62560.070905,2979.95038333,6.1793573827,0.0628736964
2983,257733942,22.884454,u,-0.441474,1.011712,62563.031741,2979.95082733,6.3202157504,0.0628613628
2983,257733981,22.920007,u,-0.493128,1.033665,62563.03219,2979.95437933,6.196048906,0.0628845065
2983,257734290,22.857192,u,-0.441474,1.011712,62563.035774,2980.95382333,6.3054011683,0.0629197888
2984,257820628,22.909733,u,-0.493128,1.033665,62564.03505,2983.92995531,6.1960027705,0.0623459533
2987,258077777,21.655449,z,-0.493128,1.033665,62567.011317,2983.93039931,6.359726134,0.0623701419
2987,258077816,21.637594,z,-0.441474,1.011712,62567.011768,2987.94815529,6.3985092014,0.0647068902
2991,258424963,23.146939,i,-0.441474,1.011712,62571.029666,2987.94859929,6.4313750352,0.0647268981
2991,258425001,23.196851,i,-0.493128,1.033665,62571.030112,2987.96280729,6.4422925928,0.0648259187
2991,258426230,23.115764,i,-0.493128,1.033665,62571.04433,2987.96325129,6.5632847261,0.0648334021
2991,258426268,23.053064,i,-0.441474,1.011712,62571.044775,2991.95170327,6.7873384917,0.0683822234
2995,258770865,22.750716,i,-0.493128,1.033665,62575.03317,2994.92295125,6.6312273653,0.0669929172
2998,259027554,21.671892,z,-0.441474,1.011712,62578.004105,2994.94071125,6.8356068248,0.0674394175
2998,259029126,22.018621,z,-0.441474,1.011712,62578.022303,3001.90929121,6.256507959,0.0632068138
3005,259631208,21.201194,y,-0.441474,1.011712,62584.99084,3001.90973521,6.3037664918,0.063208441
3005,259631247,21.228052,y,-0.493128,1.033665,62584.991286,3129.3443945,7.6094302987,0.0763269531
3132,270641570,21.393445,y,-0.493128,1.033665,62712.425585,3129.3466145,7.7465263118,0.0763801928
3132,270641764,21.400472,y,-0.441474,1.011712,62712.427833,3129.3546065,7.6422752486,0.0762710221
3132,270642470,21.414266,y,-0.493128,1.033665,62712.436002,3142.26168643,7.7185814762,0.0766449816
3145,271757634,21.649033,y,-0.441474,1.011712,62725.342987,3149.29020639,7.6444128906,0.0758776273
3152,272364905,23.427411,i,-0.441474,1.011712,62732.371589,3149.30441439,7.4392149808,0.0756947324
3152,272366126,23.466635,i,-0.441474,1.011712,62732.385727,3152.20462237,7.9351362217,0.0794225695
3155,272616693,23.743454,r,-0.441474,1.011712,62735.285807,3152.21971837,8.0341769495,0.0796200447
3155,272618025,23.83181,r,-0.441474,1.011712,62735.301224,3153.25779036,8.0459682027,0.0807419482
3156,272707704,24.338678,g,-0.441474,1.011712,62736.339175,3153.27865836,8.029322212,0.0809261419
3156,272709488,24.402302,g,-0.441474,1.011712,62736.359826,3154.29808236,8.0111801531,0.0798318583
3157,272797601,24.811707,g,-0.493128,1.033665,62737.37965,3154.31673036,7.9266137684,0.0797770668
3157,272799200,24.840468,g,-0.493128,1.033665,62737.398159,3155.22648635,7.885701025,0.0782446735
3158,272877787,22.94338,u,-0.493128,1.033665,62738.307725,3155.34192635,7.7207920601,0.0777439337
3158,272887777,21.539672,y,-0.441474,1.011712,62738.423352,3157.24402234,7.8288659438,0.077540936
3160,273052110,24.452086,r,-0.493128,1.033665,62740.325354,3157.26267034,7.6850948869,0.0774118594
3160,273053708,24.51922,r,-0.493128,1.033665,62740.343849,3158.21016634,8.1488421342,0.0799807042
3161,273135569,23.073002,u,-0.441474,1.011712,62741.291308,3160.29474632,7.7926795568,0.0787199479
3163,273315705,23.795831,i,-0.493128,1.033665,62743.376217,3160.31739032,7.8450867219,0.0785619714
3163,273317633,23.821889,i,-0.493128,1.033665,62743.398534,3160.33426232,8.0437053438,0.0786090723
3163,273319093,21.66284,y,-0.441474,1.011712,62743.415437,3161.31905432,7.6102485319,0.0768343317
3164,273404179,24.411449,r,-0.441474,1.011712,62744.400226,3161.32083032,7.5931045908,0.0768464617
3164,273404345,24.414403,r,-0.493128,1.033665,62744.402148,3163.20561031,7.6331514009,0.0755761594
3166,273567212,23.693271,i,-0.441474,1.011712,62746.287184,3163.20649831,7.5836883151,0.0755882966
3166,273567252,23.691143,i,-0.493128,1.033665,62746.287639,3163.22292631,7.497094142,0.0755363993
3166,273568678,23.771954,i,-0.441474,1.011712,62746.304151,3163.22337031,7.6510798167,0.0755381537
3166,273568718,23.769633,i,-0.493128,1.033665,62746.304612,3167.26510229,7.3762836246,0.0727900658
3170,273917942,24.552908,r,-0.441474,1.011712,62750.346553,3167.28463829,7.3122216705,0.0727106106
3170,273919627,24.582463,r,-0.441474,1.011712,62750.366057,3168.17707828,7.506501857,0.074369179
3171,273996724,21.609378,y,-0.493128,1.033665,62751.258386,3168.23701828,7.337619843,0.0739722039
3171,274001895,24.146541,r,-0.441474,1.011712,62751.318233,3168.25033828,7.2477177395,0.0738627633
3171,274003073,24.305742,r,-0.441474,1.011712,62751.331872,3171.18473426,7.1818533404,0.0729583555
3174,274256594,21.476826,y,-0.493128,1.033665,62754.26614,3171.18828626,7.2900028283,0.0728821275
3174,274256903,21.493618,y,-0.441474,1.011712,62754.269719,3171.18917426,7.2838632896,0.0728508662
3174,274256981,21.493538,y,-0.493128,1.033665,62754.270614,3171.29085026,7.1844820579,0.0726464282
3174,274265751,22.721744,z,-0.493128,1.033665,62754.372119,3172.17707426,7.2269780662,0.073382578
3175,274342317,21.604291,y,-0.441474,1.011712,62755.258308,3172.17973826,7.3166228072,0.07334475
3175,274342549,21.611666,y,-0.493128,1.033665,62755.260991,3173.15343025,7.1879249237,0.0725462481
3176,274426683,21.345186,y,-0.441474,1.011712,62756.234767,3173.16009025,7.2800265303,0.0724896366
3176,274427264,21.375668,y,-0.493128,1.033665,62756.241491,3175.20337824,7.1358802493,0.0707195947
3178,274603784,22.519491,z,-0.441474,1.011712,62758.284543,3175.21536624,7.0616500517,0.0706802287
