obsTimes,filter,absFlux
2140.0000680308,r,8.5647546141
2140.0000680308,g,8.5647546141
2140.9999560252,r,8.5433470888
2140.9999560252,g,8.5433470888
2141.9998440196,r,8.3178372307
2141.9998440196,g,8.3178372307
2143.000176014,r,8.1068895762
2143.000176014,g,8.1068895762
2144.0000640084,r,7.9003671182
2144.0000640084,g,7.9003671182
2144.9999520028,r,8.1443599465
2144.9999520028,g,8.1443599465
2145.9998399972,r,8.0389926875
2145.9998399972,g,8.0389926875
2147.0001719916,r,8.0904906496
2147.0001719916,g,8.0904906496
2148.000059986,r,8.2339827768
2148.000059986,g,8.2339827768
2148.9999479805,r,8.3215396165
2148.9999479805,g,8.3215396165
2149.9998359749,r,8.2555545512
2149.9998359749,g,8.2555545512
2151.0001679693,r,8.3065657597
2151.0001679693,g,8.3065657597
2152.0000559637,r,8.3411644634
2152.0000559637,g,8.3411644634
2152.9999439581,r,8.2671660077
2152.9999439581,g,8.2671660077
2153.9998319525,r,8.2408094489
2153.9998319525,g,8.2408094489
2155.0001639469,r,8.0378383352
2155.0001639469,g,8.0378383352
2156.0000519413,r,7.9495191425
2156.0000519413,g,7.9495191425
2156.9999399357,r,8.0984704966
2156.9999399357,g,8.0984704966
2157.9998279301,r,8.0491154018
2157.9998279301,g,8.0491154018
2159.0001599245,r,8.2466066764
2159.0001599245,g,8.2466066764
2160.0000479189,r,8.2155449444
2160.0000479189,g,8.2155449444
2160.9999359133,r,8.4801524885
2160.9999359133,g,8.4801524885
2161.9998239077,r,8.5675560559
2161.9998239077,g,8.5675560559
2163.0001559021,r,8.4082819231
2163.0001559021,g,8.4082819231
2164.0000438966,r,8.6527582096
2164.0000438966,g,8.6527582096
2164.999931891,r,8.5005196922
2164.999931891,g,8.5005196922
2165.9998198854,r,8.4422912585
2165.9998198854,g,8.4422912585
2167.0001518798,r,8.3775647079
2167.0001518798,g,8.3775647079
2168.0000398742,r,8.2506285888
2168.0000398742,g,8.2506285888
2168.9999278686,r,8.5754675346
2168.9999278686,g,8.5754675346
2169.999815863,r,8.5817287791
2169.999815863,g,8.5817287791
2171.0001478574,r,8.5634582006
2171.0001478574,g,8.5634582006
2172.0000358518,r,8.4437208433
2172.0000358518,g,8.4437208433
2172.9999238462,r,8.4755696608
2172.9999238462,g,8.4755696608
2173.9998118406,r,8.5361841529
2173.9998118406,g,8.5361841529
2175.000143835,r,8.4494646615
2175.000143835,g,8.4494646615
2176.0000318294,r,8.3406704593
2176.0000318294,g,8.3406704593
2176.9999198238,r,8.2805405601
2176.9999198238,g,8.2805405601
2177.9998078183,r,8.1438052086
2177.9998078183,g,8.1438052086
2179.0001398127,r,8.5001224612
2179.0001398127,g,8.5001224612
2180.0000278071,r,8.2507809548
2180.0000278071,g,8.2507809548
2180.9999158015,r,8.4863723241
2180.9999158015,g,8.4863723241
2181.9998037959,r,8.3055151948
2181.9998037959,g,8.3055151948
2183.0001357903,r,8.5334783309
2183.0001357903,g,8.5334783309
2184.0000237847,r,8.3430670296
2184.0000237847,g,8.3430670296
2184.9999117791,r,8.1232975597
2184.9999117791,g,8.1232975597
2185.9997997735,r,8.323294064
2185.9997997735,g,8.323294064
2187.0001317679,r,8.2495069712
2187.0001317679,g,8.2495069712
2188.0000197623,r,8.0692666094
2188.0000197623,g,8.0692666094
2188.9999077567,r,8.0327001045
2188.9999077567,g,8.0327001045
2189.9997957511,r,8.1707792389
2189.9997957511,g,8.1707792389
2191.0001277455,r,8.2354924645
2191.0001277455,g,8.2354924645
2192.0000157399,r,8.2490787495
2192.0000157399,g,8.2490787495
2192.9999037344,r,7.8649057809
2192.9999037344,g,7.8649057809
2193.9997917288,r,7.7960070886
2193.9997917288,g,7.7960070886
2195.0001237232,r,7.8836113508
2195.0001237232,g,7.8836113508
2196.0000117176,r,7.9888824608
2196.0000117176,g,7.9888824608
2196.999899712,r,7.7237974622
2196.999899712,g,7.7237974622
2197.9997877064,r,7.7756378749
2197.9997877064,g,7.7756378749
2199.0001197008,r,7.6959186031
2199.0001197008,g,7.6959186031
2200.0000076952,r,7.6523244191
2200.0000076952,g,7.6523244191
2200.9998956896,r,7.5154927497
2200.9998956896,g,7.5154927497
2201.999783684,r,7.505601557
2201.999783684,g,7.505601557
2203.0001156784,r,7.2514472675
2203.0001156784,g,7.2514472675
2204.0000036728,r,7.6640385546
2204.0000036728,g,7.6640385546
2204.9998916672,r,7.4357758724
2204.9998916672,g,7.4357758724
2205.9997796616,r,7.4358936068
2205.9997796616,g,7.4358936068
2207.0001116561,r,7.5420616117
2207.0001116561,g,7.5420616117
2207.9999996505,r,7.6293504758
2207.9999996505,g,7.6293504758
2208.9998876449,r,7.6550351601
2208.9998876449,g,7.6550351601
2210.0002196393,r,7.4866962917
2210.0002196393,g,7.4866962917
2211.0001076337,r,7.2146993332
2211.0001076337,g,7.2146993332
2211.9999956281,r,7.109305097
2211.9999956281,g,7.109305097
2212.9998836225,r,7.1264405209
2212.9998836225,g,7.1264405209
2214.0002156169,r,7.3020940469
2214.0002156169,g,7.3020940469
2215.0001036113,r,7.1552230798
2215.0001036113,g,7.1552230798
2215.9999916057,r,7.1772239295
2215.9999916057,g,7.1772239295
2216.9998796001,r,6.898900896
2216.9998796001,g,6.898900896
2218.0002115945,r,6.8226273696
2218.0002115945,g,6.8226273696
2219.0000995889,r,6.9052571099
2219.0000995889,g,6.9052571099
2219.9999875833,r,6.9603244281
2219.9999875833,g,6.9603244281
2220.9998755778,r,7.0169503544
2220.9998755778,g,7.0169503544
2222.0002075722,r,7.1935678383
2222.0002075722,g,7.1935678383
2223.0000955666,r,7.1534760153
2223.0000955666,g,7.1534760153
2223.999983561,r,7.0542469743
2223.999983561,g,7.0542469743
2224.9998715554,r,7.113381093
2224.9998715554,g,7.113381093
2226.0002035498,r,7.1582339417
2226.0002035498,g,7.1582339417
2227.0000915442,r,7.1692566941
2227.0000915442,g,7.1692566941
2227.9999795386,r,7.1565700688
2227.9999795386,g,7.1565700688
2228.999867533,r,7.2407204437
2228.999867533,g,7.2407204437
2230.0001995274,r,7.1659715109
2230.0001995274,g,7.1659715109
2231.0000875218,r,7.1659750745
2231.0000875218,g,7.1659750745
2231.9999755162,r,7.2720138199
2231.9999755162,g,7.2720138199
2232.9998635106,r,7.1222034066
2232.9998635106,g,7.1222034066
2234.000195505,r,7.3603148214
2234.000195505,g,7.3603148214
2235.0000834994,r,7.5868276916
2235.0000834994,g,7.5868276916
2235.9999714939,r,7.5724909541
2235.9999714939,g,7.5724909541
2236.9998594883,r,7.5379512848
2236.9998594883,g,7.5379512848
2238.0001914827,r,7.6879220686
2238.0001914827,g,7.6879220686
2239.0000794771,r,7.6936915125
2239.0000794771,g,7.6936915125
2239.9999674715,r,7.7843465096
2239.9999674715,g,7.7843465096
2240.9998554659,r,7.5140099054
2240.9998554659,g,7.5140099054
2242.0001874603,r,7.4246045867
2242.0001874603,g,7.4246045867
2243.0000754547,r,7.5552969781
2243.0000754547,g,7.5552969781
2243.9999634491,r,7.5673913961
2243.9999634491,g,7.5673913961
2244.9998514435,r,7.5859691053
2244.9998514435,g,7.5859691053
2246.0001834379,r,7.8155553323
2246.0001834379,g,7.8155553323
2247.0000714323,r,7.7867798351
2247.0000714323,g,7.7867798351
2247.9999594267,r,7.731154357
2247.9999594267,g,7.731154357
2248.9998474211,r,7.5208403837
2248.9998474211,g,7.5208403837
2250.0001794155,r,7.5549343579
2250.0001794155,g,7.5549343579
2251.00006741,r,7.6105616263
2251.00006741,g,7.6105616263
2251.9999554044,r,7.5039806747
2251.9999554044,g,7.5039806747
2252.9998433988,r,7.4358406198
2252.9998433988,g,7.4358406198
2254.0001753932,r,7.5164668647
2254.0001753932,g,7.5164668647
2255.0000633876,r,7.4448358917
2255.0000633876,g,7.4448358917
2255.999951382,r,7.1499723583
2255.999951382,g,7.1499723583
2256.9998393764,r,7.0007062115
2256.9998393764,g,7.0007062115
2258.0001713708,r,7.3039631735
2258.0001713708,g,7.3039631735
2259.0000593652,r,7.3898493655
2259.0000593652,g,7.3898493655
2259.9999473596,r,7.3871471116
2259.9999473596,g,7.3871471116
2260.999835354,r,7.621991114
2260.999835354,g,7.621991114
2262.0001673484,r,7.702011696
2262.0001673484,g,7.702011696
2263.0000553428,r,7.9288882568
2263.0000553428,g,7.9288882568
2263.9999433372,r,7.5789654691
2263.9999433372,g,7.5789654691
2264.9998313317,r,7.6384489631
2264.9998313317,g,7.6384489631
2266.0001633261,r,7.659327114
2266.0001633261,g,7.659327114
2267.0000513205,r,7.9508113052
2267.0000513205,g,7.9508113052
2267.9999393149,r,8.0446196718
2267.9999393149,g,8.0446196718
2268.9998273093,r,8.0698597855
2268.9998273093,g,8.0698597855
2270.0001593037,r,8.1514086895
2270.0001593037,g,8.1514086895
2271.0000472981,r,7.9137128107
2271.0000472981,g,7.9137128107
2271.9999352925,r,8.1282386402
2271.9999352925,g,8.1282386402
2272.9998232869,r,8.0532343637
2272.9998232869,g,8.0532343637
2274.0001552813,r,7.9746110715
2274.0001552813,g,7.9746110715
2275.0000432757,r,7.9670790349
2275.0000432757,g,7.9670790349
2275.9999312701,r,7.6980263676
2275.9999312701,g,7.6980263676
2276.9998192645,r,8.1608257222
2276.9998192645,g,8.1608257222
2278.0001512589,r,8.0228275517
2278.0001512589,g,8.0228275517
2279.0000392533,r,7.9340160196
2279.0000392533,g,7.9340160196
2279.9999272478,r,7.9836823925
2279.9999272478,g,7.9836823925
2280.9998152422,r,8.1611304875
2280.9998152422,g,8.1611304875
2282.0001472366,r,7.9582005624
2282.0001472366,g,7.9582005624
2283.000035231,r,8.0312170276
2283.000035231,g,8.0312170276
2283.9999232254,r,8.2805771236
2283.9999232254,g,8.2805771236
2284.9998112198,r,8.2776901732
2284.9998112198,g,8.2776901732
2286.0001432142,r,8.3922653467
2286.0001432142,g,8.3922653467
2287.0000312086,r,8.4017072833
2287.0000312086,g,8.4017072833
2287.999919203,r,8.473101283
2287.999919203,g,8.473101283
2288.9998071974,r,8.441582408
2288.9998071974,g,8.441582408
2290.0001391918,r,8.550932817
2290.0001391918,g,8.550932817
2291.0000271862,r,8.4623227587
2291.0000271862,g,8.4623227587
2291.9999151806,r,8.7526407539
2291.9999151806,g,8.7526407539
2292.999803175,r,8.775806261
2292.999803175,g,8.775806261
2294.0001351695,r,8.6159167177
2294.0001351695,g,8.6159167177
2295.0000231639,r,8.7084645143
2295.0000231639,g,8.7084645143
2295.9999111583,r,8.7918381148
2295.9999111583,g,8.7918381148
2296.9997991527,r,8.6011219491
2296.9997991527,g,8.6011219491
2298.0001311471,r,8.7564781233
2298.0001311471,g,8.7564781233
2299.0000191415,r,8.5556124314
2299.0000191415,g,8.5556124314
2299.9999071359,r,8.6232550388
2299.9999071359,g,8.6232550388
2300.9997951303,r,8.7168790834
2300.9997951303,g,8.7168790834
2302.0001271247,r,8.4275878122
2302.0001271247,g,8.4275878122
2303.0000151191,r,8.694602899
2303.0000151191,g,8.694602899
2303.9999031135,r,8.6634849061
2303.9999031135,g,8.6634849061
2304.9997911079,r,8.2319470047
2304.9997911079,g,8.2319470047
2306.0001231023,r,8.2895584123
2306.0001231023,g,8.2895584123
2307.0000110967,r,8.2573205368
2307.0000110967,g,8.2573205368
2307.9998990912,r,8.1430982146
2307.9998990912,g,8.1430982146
2308.9997870856,r,8.0653520604
2308.9997870856,g,8.0653520604
2310.00011908,r,8.0581138508
2310.00011908,g,8.0581138508
2311.0000070744,r,8.0153086923
2311.0000070744,g,8.0153086923
2311.9998950688,r,8.1328117928
2311.9998950688,g,8.1328117928
2312.9997830632,r,8.1529987818
2312.9997830632,g,8.1529987818
2314.0001150576,r,8.2543685513
2314.0001150576,g,8.2543685513
2315.000003052,r,8.2622420382
2315.000003052,g,8.2622420382
2315.9998910464,r,8.1417052991
2315.9998910464,g,8.1417052991
2316.9997790408,r,8.2230012276
2316.9997790408,g,8.2230012276
2318.0001110352,r,8.0666447852
2318.0001110352,g,8.0666447852
2318.9999990296,r,8.0944973988
2318.9999990296,g,8.0944973988
2319.999887024,r,7.9731819288
2319.999887024,g,7.9731819288
2321.0002190184,r,7.9210688086
2321.0002190184,g,7.9210688086
2322.0001070128,r,8.0255170597
2322.0001070128,g,8.0255170597
2322.9999950073,r,7.8195219784
2322.9999950073,g,7.8195219784
2323.9998830017,r,7.9547217354
2323.9998830017,g,7.9547217354
2325.0002149961,r,8.0555910052
2325.0002149961,g,8.0555910052
2326.0001029905,r,7.7277033608
2326.0001029905,g,7.7277033608
2326.9999909849,r,7.8358595657
2326.9999909849,g,7.8358595657
2327.9998789793,r,7.9029041746
2327.9998789793,g,7.9029041746
2329.0002109737,r,8.0452961563
2329.0002109737,g,8.0452961563
2330.0000989681,r,8.2809923278
2330.0000989681,g,8.2809923278
2330.9999869625,r,8.2696875657
2330.9999869625,g,8.2696875657
2331.9998749569,r,8.1777800859
2331.9998749569,g,8.1777800859
2333.0002069513,r,8.2484542991
2333.0002069513,g,8.2484542991
2334.0000949457,r,8.1660131445
2334.0000949457,g,8.1660131445
2334.9999829401,r,8.2812141219
2334.9999829401,g,8.2812141219
2335.9998709345,r,8.2961030559
2335.9998709345,g,8.2961030559
2337.0002029289,r,8.231334594
2337.0002029289,g,8.231334594
2338.0000909234,r,8.1561224783
2338.0000909234,g,8.1561224783
2338.9999789178,r,8.089359513
2338.9999789178,g,8.089359513
2339.9998669122,r,7.9951968976
2339.9998669122,g,7.9951968976
2341.0001989066,r,7.8945494054
2341.0001989066,g,7.8945494054
2342.000086901,r,8.1039600522
2342.000086901,g,8.1039600522
2342.9999748954,r,7.9551600466
2342.9999748954,g,7.9551600466
2343.9998628898,r,7.774750065
2343.9998628898,g,7.774750065
2345.0001948842,r,7.7978203481
2345.0001948842,g,7.7978203481
2346.0000828786,r,8.0131354554
2346.0000828786,g,8.0131354554
2346.999970873,r,7.8523489227
2346.999970873,g,7.8523489227
2347.9998588674,r,7.9268540332
2347.9998588674,g,7.9268540332
2349.0001908618,r,7.9272098207
2349.0001908618,g,7.9272098207
2350.0000788562,r,8.0067835309
2350.0000788562,g,8.0067835309
2350.9999668506,r,7.8200090314
2350.9999668506,g,7.8200090314
2351.9998548451,r,7.9479920371
2351.9998548451,g,7.9479920371
2353.0001868395,r,7.7028869035
2353.0001868395,g,7.7028869035
2354.0000748339,r,7.6018646275
2354.0000748339,g,7.6018646275
2354.9999628283,r,7.5284430071
2354.9999628283,g,7.5284430071
2355.9998508227,r,7.5451259539
2355.9998508227,g,7.5451259539
2357.0001828171,r,7.3355316808
2357.0001828171,g,7.3355316808
2358.0000708115,r,7.4477370852
2358.0000708115,g,7.4477370852
2358.9999588059,r,7.4845787756
2358.9999588059,g,7.4845787756
2359.9998468003,r,7.2974582275
2359.9998468003,g,7.2974582275
2361.0001787947,r,7.2932936909
2361.0001787947,g,7.2932936909
2362.0000667891,r,7.2583111572
2362.0000667891,g,7.2583111572
2362.9999547835,r,7.329972018
2362.9999547835,g,7.329972018
2363.9998427779,r,7.0896841044
2363.9998427779,g,7.0896841044
2365.0001747723,r,7.0772334582
2365.0001747723,g,7.0772334582
2366.0000627668,r,7.0456152001
2366.0000627668,g,7.0456152001
2366.9999507612,r,6.8898155282
2366.9999507612,g,6.8898155282
2367.9998387556,r,6.6842948245
2367.9998387556,g,6.6842948245
2369.00017075,r,6.9971618327
2369.00017075,g,6.9971618327
2370.0000587444,r,6.7874047639
2370.0000587444,g,6.7874047639
2370.9999467388,r,7.1314203732
2370.9999467388,g,7.1314203732
2371.9998347332,r,6.7492467658
2371.9998347332,g,6.7492467658
2373.0001667276,r,6.8349881854
2373.0001667276,g,6.8349881854
2374.000054722,r,6.8846075118
2374.000054722,g,6.8846075118
2374.9999427164,r,6.8704123696
2374.9999427164,g,6.8704123696
2375.9998307108,r,7.1023245543
2375.9998307108,g,7.1023245543
2377.0001627052,r,7.2643590418
2377.0001627052,g,7.2643590418
2378.0000506996,r,7.1237577267
2378.0000506996,g,7.1237577267
2378.999938694,r,7.337526954
2378.999938694,g,7.337526954
2379.9998266884,r,7.211726462
2379.9998266884,g,7.211726462
2381.0001586829,r,7.2412950348
2381.0001586829,g,7.2412950348
2382.0000466773,r,7.4863258346
2382.0000466773,g,7.4863258346
2382.9999346717,r,7.5103187595
2382.9999346717,g,7.5103187595
2383.9998226661,r,7.3569350563
2383.9998226661,g,7.3569350563
2385.0001546605,r,7.5308796036
2385.0001546605,g,7.5308796036
2386.0000426549,r,7.3081259917
2386.0000426549,g,7.3081259917
2386.9999306493,r,7.2013931071
2386.9999306493,g,7.2013931071
2387.9998186437,r,6.9140822494
2387.9998186437,g,6.9140822494
2389.0001506381,r,7.0923140853
2389.0001506381,g,7.0923140853
2390.0000386325,r,7.0865250104
2390.0000386325,g,7.0865250104
2390.9999266269,r,7.0937448007
2390.9999266269,g,7.0937448007
2391.9998146213,r,7.1866092491
2391.9998146213,g,7.1866092491
2393.0001466157,r,7.1555930258
2393.0001466157,g,7.1555930258
2394.0000346101,r,7.1653536985
2394.0000346101,g,7.1653536985
2394.9999226046,r,7.2787959457
2394.9999226046,g,7.2787959457
2395.999810599,r,6.9099526414
2395.999810599,g,6.9099526414
2397.0001425934,r,7.3748650534
2397.0001425934,g,7.3748650534
2398.0000305878,r,7.415995696
2398.0000305878,g,7.415995696
2398.9999185822,r,7.5125422296
2398.9999185822,g,7.5125422296
2399.9998065766,r,7.3862900858
2399.9998065766,g,7.3862900858
2401.000138571,r,7.5842120528
2401.000138571,g,7.5842120528
2402.0000265654,r,7.4833737664
2402.0000265654,g,7.4833737664
2402.9999145598,r,7.4977502385
2402.9999145598,g,7.4977502385
2403.9998025542,r,7.4796272523
2403.9998025542,g,7.4796272523
2405.0001345486,r,7.5313528632
2405.0001345486,g,7.5313528632
2406.000022543,r,7.4650495264
2406.000022543,g,7.4650495264
2406.9999105374,r,7.3640993552
2406.9999105374,g,7.3640993552
2407.9997985318,r,7.6091708483
2407.9997985318,g,7.6091708483
2409.0001305262,r,7.6756898816
2409.0001305262,g,7.6756898816
2410.0000185207,r,7.6575975451
2410.0000185207,g,7.6575975451
2410.9999065151,r,7.6374269429
2410.9999065151,g,7.6374269429
2411.9997945095,r,7.6526567508
2411.9997945095,g,7.6526567508
2413.0001265039,r,7.5239276688
2413.0001265039,g,7.5239276688
2414.0000144983,r,7.6573737986
2414.0000144983,g,7.6573737986
2414.9999024927,r,7.8415512972
2414.9999024927,g,7.8415512972
2415.9997904871,r,7.7442147489
2415.9997904871,g,7.7442147489
2417.0001224815,r,7.8878597206
2417.0001224815,g,7.8878597206
2418.0000104759,r,8.0203500665
2418.0000104759,g,8.0203500665
2418.9998984703,r,8.0028843825
2418.9998984703,g,8.0028843825
2419.9997864647,r,7.9545838375
2419.9997864647,g,7.9545838375
2421.0001184591,r,7.727962385
2421.0001184591,g,7.727962385
2422.0000064535,r,7.7384564886
2422.0000064535,g,7.7384564886
2422.9998944479,r,7.6794970726
2422.9998944479,g,7.6794970726
2423.9997824424,r,7.8201798765
2423.9997824424,g,7.8201798765
2425.0001144368,r,7.782539004
2425.0001144368,g,7.782539004
2426.0000024312,r,7.7227727129
2426.0000024312,g,7.7227727129
2426.9998904256,r,7.8399064073
2426.9998904256,g,7.8399064073
2427.99977842,r,7.5571104115
2427.99977842,g,7.5571104115
2429.0001104144,r,7.364069807
2429.0001104144,g,7.364069807
2429.9999984088,r,7.6909476007
2429.9999984088,g,7.6909476007
2430.9998864032,r,7.7889567059
2430.9998864032,g,7.7889567059
2432.0002183976,r,7.4828411271
2432.0002183976,g,7.4828411271
2433.000106392,r,7.5116184884
2433.000106392,g,7.5116184884
2433.9999943864,r,7.417432521
2433.9999943864,g,7.417432521
2434.9998823808,r,7.4143205951
2434.9998823808,g,7.4143205951
2436.0002143752,r,7.4428077102
2436.0002143752,g,7.4428077102
2437.0001023696,r,7.3910395684
2437.0001023696,g,7.3910395684
2437.999990364,r,7.3539405558
2437.999990364,g,7.3539405558
2438.9998783585,r,7.2824438621
2438.9998783585,g,7.2824438621
2440.0002103529,r,7.3423313056
2440.0002103529,g,7.3423313056
2441.0000983473,r,7.158781743
2441.0000983473,g,7.158781743
2441.9999863417,r,7.1012188679
2441.9999863417,g,7.1012188679
2442.9998743361,r,7.0160707186
2442.9998743361,g,7.0160707186
2444.0002063305,r,7.0239151825
2444.0002063305,g,7.0239151825
2445.0000943249,r,7.0081449154
2445.0000943249,g,7.0081449154
2445.9999823193,r,6.8542808437
2445.9999823193,g,6.8542808437
2446.9998703137,r,6.6631932318
2446.9998703137,g,6.6631932318
2448.0002023081,r,6.7533821356
2448.0002023081,g,6.7533821356
2449.0000903025,r,6.9456962952
2449.0000903025,g,6.9456962952
2449.9999782969,r,6.8253357882
2449.9999782969,g,6.8253357882
2450.9998662913,r,6.8745011523
2450.9998662913,g,6.8745011523
2452.0001982857,r,6.6596663529
2452.0001982857,g,6.6596663529
2453.0000862802,r,6.4772938981
2453.0000862802,g,6.4772938981
2453.9999742746,r,6.4287993603
2453.9999742746,g,6.4287993603
2454.999862269,r,6.2919634953
2454.999862269,g,6.2919634953
2456.0001942634,r,6.3749562505
2456.0001942634,g,6.3749562505
2457.0000822578,r,6.644894055
2457.0000822578,g,6.644894055
2457.9999702522,r,6.5244920058
2457.9999702522,g,6.5244920058
2458.9998582466,r,6.3543147789
2458.9998582466,g,6.3543147789
2460.000190241,r,6.0635254256
2460.000190241,g,6.0635254256
2461.0000782354,r,5.9252021922
2461.0000782354,g,5.9252021922
2461.9999662298,r,6.0848590833
2461.9999662298,g,6.0848590833
2462.9998542242,r,6.1933100584
2462.9998542242,g,6.1933100584
2464.0001862186,r,6.2110129089
2464.0001862186,g,6.2110129089
2465.000074213,r,6.3570940818
2465.000074213,g,6.3570940818
2465.9999622074,r,6.1385220282
2465.9999622074,g,6.1385220282
2466.9998502018,r,6.2669443145
2466.9998502018,g,6.2669443145
2468.0001821963,r,6.0756563706
2468.0001821963,g,6.0756563706
2469.0000701907,r,5.9429541945
2469.0000701907,g,5.9429541945
2469.9999581851,r,6.3190927851
2469.9999581851,g,6.3190927851
2470.9998461795,r,6.1013863161
2470.9998461795,g,6.1013863161
2472.0001781739,r,6.132618643
2472.0001781739,g,6.132618643
2473.0000661683,r,6.1244796061
2473.0000661683,g,6.1244796061
2473.9999541627,r,6.2639375275
2473.9999541627,g,6.2639375275
2474.9998421571,r,6.2439905006
2474.9998421571,g,6.2439905006
2476.0001741515,r,6.0921398026
2476.0001741515,g,6.0921398026
2477.0000621459,r,6.0752944661
2477.0000621459,g,6.0752944661
2477.9999501403,r,5.8986420389
2477.9999501403,g,5.8986420389
2478.9998381347,r,5.7076107722
2478.9998381347,g,5.7076107722
2480.0001701291,r,5.7663832668
2480.0001701291,g,5.7663832668
2481.0000581235,r,5.6504131112
2481.0000581235,g,5.6504131112
2481.999946118,r,5.8408182913
2481.999946118,g,5.8408182913
2482.9998341124,r,6.0448422405
2482.9998341124,g,6.0448422405
2484.0001661068,r,6.1669734117
2484.0001661068,g,6.1669734117
2485.0000541012,r,5.9047227898
2485.0000541012,g,5.9047227898
2485.9999420956,r,5.9164661438
2485.9999420956,g,5.9164661438
2486.99983009,r,6.1153198106
2486.99983009,g,6.1153198106
2488.0001620844,r,6.1738001588
2488.0001620844,g,6.1738001588
2489.0000500788,r,6.0106357182
2489.0000500788,g,6.0106357182
2489.9999380732,r,5.8864011945
2489.9999380732,g,5.8864011945
2490.9998260676,r,5.8840545959
2490.9998260676,g,5.8840545959
2492.000158062,r,5.8430457858
2492.000158062,g,5.8430457858
2493.0000460564,r,6.0228592978
2493.0000460564,g,6.0228592978
2493.9999340508,r,6.0789633959
2493.9999340508,g,6.0789633959
2494.9998220452,r,5.9753105291
2494.9998220452,g,5.9753105291
2496.0001540396,r,5.9535522912
2496.0001540396,g,5.9535522912
2497.0000420341,r,5.9504468984
2497.0000420341,g,5.9504468984
2497.9999300285,r,5.9538855434
2497.9999300285,g,5.9538855434
2498.9998180229,r,6.3324763318
2498.9998180229,g,6.3324763318
2500.0001500173,r,6.1422051477
2500.0001500173,g,6.1422051477
2501.0000380117,r,5.9556611005
2501.0000380117,g,5.9556611005
2501.9999260061,r,6.0861126057
2501.9999260061,g,6.0861126057
2502.9998140005,r,6.1395816833
2502.9998140005,g,6.1395816833
2504.0001459949,r,6.286550114
2504.0001459949,g,6.286550114
2505.0000339893,r,6.2841453907
2505.0000339893,g,6.2841453907
2505.9999219837,r,6.1792425835
2505.9999219837,g,6.1792425835
2506.9998099781,r,6.1456741539
2506.9998099781,g,6.1456741539
2508.0001419725,r,6.2017060727
2508.0001419725,g,6.2017060727
2509.0000299669,r,6.15549178
2509.0000299669,g,6.15549178
2509.9999179613,r,6.1606765349
2509.9999179613,g,6.1606765349
2510.9998059558,r,6.0492340039
2510.9998059558,g,6.0492340039
2512.0001379502,r,6.2123573699
2512.0001379502,g,6.2123573699
2513.0000259446,r,5.9997659981
2513.0000259446,g,5.9997659981
2513.999913939,r,6.042197607
2513.999913939,g,6.042197607
2514.9998019334,r,6.0364352278
2514.9998019334,g,6.0364352278
2516.0001339278,r,6.0304589556
2516.0001339278,g,6.0304589556
2517.0000219222,r,5.957479614
2517.0000219222,g,5.957479614
2517.9999099166,r,5.8742465171
2517.9999099166,g,5.8742465171
2518.999797911,r,6.068357684
2518.999797911,g,6.068357684
2520.0001299054,r,6.0361108629
2520.0001299054,g,6.0361108629
2521.0000178998,r,6.1176945554
2521.0000178998,g,6.1176945554
2521.9999058942,r,6.1283955753
2521.9999058942,g,6.1283955753
2522.9997938886,r,6.1724245765
2522.9997938886,g,6.1724245765
2524.000125883,r,6.2396830277
2524.000125883,g,6.2396830277
2525.0000138774,r,6.0397197094
2525.0000138774,g,6.0397197094
2525.9999018719,r,6.1041191392
2525.9999018719,g,6.1041191392
2526.9997898663,r,6.0764716475
2526.9997898663,g,6.0764716475
2528.0001218607,r,6.055521628
2528.0001218607,g,6.055521628
2529.0000098551,r,6.0319277878
2529.0000098551,g,6.0319277878
2529.9998978495,r,5.9259466093
2529.9998978495,g,5.9259466093
2530.9997858439,r,6.2586538813
2530.9997858439,g,6.2586538813
2532.0001178383,r,6.0819935718
2532.0001178383,g,6.0819935718
2533.0000058327,r,6.0626061768
2533.0000058327,g,6.0626061768
2533.9998938271,r,6.3040244142
2533.9998938271,g,6.3040244142
2534.9997818215,r,6.3083517683
2534.9997818215,g,6.3083517683
2536.0001138159,r,6.4068760053
2536.0001138159,g,6.4068760053
2537.0000018103,r,6.273581586
2537.0000018103,g,6.273581586
2537.9998898047,r,6.3717895582
2537.9998898047,g,6.3717895582
2539.0002217991,r,6.226601806
2539.0002217991,g,6.226601806
2540.0001097936,r,6.1998423546
2540.0001097936,g,6.1998423546
2540.999997788,r,5.9923386879
2540.999997788,g,5.9923386879
2541.9998857824,r,6.1123097111
2541.9998857824,g,6.1123097111
2543.0002177768,r,5.8883974735
2543.0002177768,g,5.8883974735
2544.0001057712,r,5.7629564572
2544.0001057712,g,5.7629564572
2544.9999937656,r,5.6932501386
2544.9999937656,g,5.6932501386
2545.99988176,r,5.6918839755
2545.99988176,g,5.6918839755
2547.0002137544,r,5.8551136205
2547.0002137544,g,5.8551136205
2548.0001017488,r,5.69690788
2548.0001017488,g,5.69690788
2548.9999897432,r,5.6479329401
2548.9999897432,g,5.6479329401
2549.9998777376,r,6.0492882585
2549.9998777376,g,6.0492882585
2551.000209732,r,6.159518089
2551.000209732,g,6.159518089
2552.0000977264,r,6.1317043848
2552.0000977264,g,6.1317043848
2552.9999857208,r,6.2192411784
2552.9999857208,g,6.2192411784
2553.9998737152,r,6.0548192536
2553.9998737152,g,6.0548192536
2555.0002057097,r,6.0544901983
2555.0002057097,g,6.0544901983
